text,category
Fallen tree blocking Mabini Ave. in Brgy. New Era during drizzle; needs clearing team.,Disaster
Transformer humming loudly and smells burnt near Rizal St. Brgy. New Era; possible overload. Pls respond asap.,Electricity
Earthquake aftershocks reported; cracks seen at covered court Brgy. Mabini; request inspection. Sana ma-actionan agad.,Disaster
Reported suspected food poisoning after eating at plaza Brgy. Pag-asa since yesterday; several students got sick.,Health
Baha sa tapat ng barangay hall Brgy. Pag-asa at 4:25 PM; vehicles cannot pass safely. Pls respond asap.,Flooding
Tap water is brown/muddy in Brgy. New Era for 1 week; possible pipe contamination.,Water Supply
"Large pothole on Sampaguita St., Brgy. Sta. Cruz; a motorcycle almost crashed yesterday. Needs patching.",Road Damage
Internet connection down in Brgy. Pag-asa since last night; students can't attend online class.,Internet
Earthquake aftershocks reported; cracks seen at evacuation center Brgy Bagong Silang; request inspection,Disaster
Stray animals roaming near public market in Brgy. Mabini; risk of bites and rabies. Need help ASAP.,Health
Community WiFi at chapel Brgy Malinis not working today; router keeps rebooting,Internet
Several streetlights out along Bonifacio Rd. in Brgy. New Era; please repair. thank you.,Streetlight
"Illegal vendors blocking one lane on Liberty St., Brgy. New Era; cars stuck and honking. Need help ASAP.",Traffic
"Manhole cover missing on Mabini Ave., Brgy. New Era; water cannot drain properly after the thunderstorm. Pls respond asap.",Flooding
"Streetlight not working on National Hwy, Brgy. Malinis; area is very dark at night.",Streetlight
Kitchen fire at a stall near riverbank Brgy. Malinis; needs inspection of LPG safety.,Fire
"Power pole leaning dangerously on Liberty St., Brgy. Bayanihan; might fall after heavy rain.",Electricity
Flickering streetlight at Mabini Ave. Brgy. San Isidro; safety concern for vendors.,Streetlight
Kitchen fire at a stall near evacuation center Brgy. New Era; needs inspection of LPG safety.,Fire
Power outage in Brgy Bagong Silang since 4:25 PM; households cannot use appliances,Electricity
Strong winds damaged roofs in Brgy. Poblacion today; families need temporary shelter. 🚨,Disaster
"Broken sidewalk tiles near park, Brgy. Mabini; pedestrians keep tripping. Pls respond asap.",Road Damage
May bitak at lubak sa kalsada sa Quezon Blvd. Brgy. Mabini; delikado lalo na pag gabi.,Road Damage
Fiber line hanging low across Quezon Blvd. Brgy. Malinis; trucks might hit it. Need help ASAP.,Internet
Someone is dumping wastewater/sewage on Rizal St. Brgy. Bayanihan; foul smell and slippery road. Need help ASAP.,Health
Several streetlights out along National Hwy in Brgy. Bagong Silang; please repair.,Streetlight
Open trench left by roadworks near riverbank in Brgy. New Era; no warning signs. 🔥,Road Damage
Drunk individuals harassing commuters near evacuation center Brgy. Sta. Cruz at 12:40 PM.,Crime
Intermittent internet: disconnects every few minutes in Brgy. New Era especially at 5:30 AM.,Internet
"May nagsusunog ng basura near covered court, Brgy. Bayanihan around 12:40 PM; usok pumapasok sa bahay. thank you.",Garbage
Blocked fire exit/escape route near park Brgy. San Isidro; please enforce safety.,Public Safety
Internet connection down in Brgy. Sta. Cruz since today; students can't attend online class.,Internet
Exposed electrical wire hanging near elementary school in Brgy. Riverside; could electrocute someone.,Electricity
Motorcycle theft attempt near covered court in Brgy. Poblacion last night; please increase patrol.,Crime
May bitak at lubak sa kalsada sa Rizal St. Brgy. Bagong Silang; delikado lalo na pag gabi. Pls respond asap. 😟,Road Damage
Reported suspected food poisoning after eating at public market Brgy. Poblacion this morning; several vendors got sick.,Health
Kitchen fire at a stall near bridge Brgy Bagong Silang; needs inspection of LPG safety,Fire
"Motorcycle with modified muffler keeps revving on National Hwy, Brgy. Bagong Silang every night.",Noise
"Broken sidewalk tiles near elementary school, Brgy. Riverside; pedestrians keep tripping.",Road Damage
Illegal dumping of mixed waste and construction debris beside the covered court at Brgy. Pag-asa.,Garbage
Power outage in Brgy. Bagong Silang since 12:40 PM; households cannot use appliances.,Electricity
Snake spotted near riverbank Brgy New Era 3 days ago; residents scared,Animal Control
Exposed electrical wire hanging near plaza in Brgy. Poblacion; could electrocute someone.,Electricity
Minor landslide/soil erosion near Brgy. Sta. Cruz roadside on Quezon Blvd. kahapon pagkatapos ng ulan.,Disaster
Forest/brush fire near Brgy. Poblacion boundary; flames visible from National Hwy at 7:00 PM.,Fire
Intermittent internet: disconnects every few minutes in Brgy. Pag-asa especially at 8:10 AM.,Internet
May bitak at lubak sa kalsada sa JP Laurel St Brgy New Era; delikado lalo na pag gabi Need help ASAP,Road Damage
Baha sa tapat ng park Brgy. Malinis at 5:30 AM; vehicles cannot pass safely. Sana ma-actionan agad.,Flooding
"Power pole leaning dangerously on Quezon Blvd., Brgy. Riverside; might fall nung bagyo.",Electricity
Forest/brush fire near Brgy. Pag-asa boundary; flames visible from National Hwy at 6:15 AM. Sana ma-actionan agad.,Fire
"Broken sidewalk tiles near chapel, Brgy. San Isidro; pedestrians keep tripping. 🙏",Road Damage
"Power pole leaning dangerously on Rizal St., Brgy. New Era; might fall after the thunderstorm.",Electricity
Reported suspected food poisoning after eating at elementary school Brgy. Poblacion 3 days ago; several senior citizens got sick.,Health
Power outage in Brgy. Poblacion since 6:15 AM; households cannot use appliances.,Electricity
"May nagsusunog ng basura near bridge, Brgy. Mabini around 6:15 AM; usok pumapasok sa bahay. thank you.",Garbage
Flickering streetlight at Quezon Blvd. Brgy. Bayanihan; safety concern for motorists.,Streetlight
Uncollected garbage after market day near barangay hall in Brgy. Sta. Cruz; plastic scattered on the road. Pls respond asap.,Garbage
Fiber line hanging low across National Hwy Brgy. New Era; trucks might hit it.,Internet
May asong gala na nangagat sa Liberty St Brgy Mabini this morning; needs barangay action,Animal Control
Tap water is brown/muddy in Brgy. Bayanihan today; possible pipe contamination.,Water Supply
No traffic enforcer at intersection of JP Laurel St. in Brgy. Riverside; near-misses happening.,Traffic
May naghihinalang tao paikot-ikot near covered court Brgy. New Era last night; residents feel unsafe.,Crime
Earthquake aftershocks reported; cracks seen at riverbank Brgy. Sta. Cruz; request inspection. 🙏,Disaster
Loose hanging cables across Mabini Ave. Brgy. Bagong Silang; could snag vehicles. Sana ma-actionan agad.,Public Safety
Open manhole on Mabini Ave. Brgy. Mabini near public market; very dangerous at night.,Public Safety
Blocked fire exit/escape route near elementary school Brgy. Bayanihan; please enforce safety.,Public Safety
"Possible dengue risk: standing water and many mosquitoes near health center, Brgy. Poblacion yesterday.",Health
"Electrical sparks seen then small fire on pole near terminal, Brgy. Riverside kahapon pagkatapos ng ulan.",Fire
Snake spotted near creek Brgy. Poblacion for 1 week; residents scared.,Animal Control
Someone is dumping wastewater/sewage on Mabini Ave. Brgy. Mabini; foul smell and slippery road.,Health
"Manhole cover missing on National Hwy, Brgy. New Era; water cannot drain properly nung bagyo. Need help ASAP.",Flooding
"May tambak na basura sa kanto ng National Hwy, Brgy. Malinis. Hindi pa kinukuha since yesterday. May daga na.",Garbage
Heavy traffic due to double parking near terminal in Brgy. San Isidro at 9:30 PM. thank you.,Traffic
Patay ang ilaw sa poste malapit sa evacuation center Brgy San Isidro since yesterday,Streetlight
Loose hanging cables across Bonifacio Rd. Brgy. San Isidro; could snag vehicles.,Public Safety
Uncovered well/pit near Brgy. Riverside houses; children at risk.,Public Safety
Flickering streetlight at Quezon Blvd. Brgy. Pag-asa; safety concern for vendors. Need help ASAP.,Streetlight
May naghihinalang tao paikot-ikot near health center Brgy. San Isidro since yesterday; residents feel unsafe.,Crime
Evacuation center at health center Brgy. Riverside lacks supplies (water/blankets) this morning.,Disaster
Internet connection down in Brgy. Malinis since 3 days ago; students can't attend online class. Need help ASAP.,Internet
Strong winds damaged roofs in Brgy. Riverside yesterday; families need temporary shelter.,Disaster
Baradong kanal sa Liberty St. Brgy. Bayanihan; umaapaw nung bagyo and water enters houses.,Flooding
"Large pothole on Maharlika Rd., Brgy. New Era; a motorcycle almost crashed since Monday. Needs patching.",Road Damage
No water supply in Brgy. Bagong Silang since 4:25 PM; residents cannot store water.,Water Supply
"Streetlight not working on Del Pilar St., Brgy. Pag-asa; area is very dark at night.",Streetlight
"Construction drilling starts at 11:55 PM in Brgy. Malinis, JP Laurel St.; violates quiet hours.",Noise
No water supply in Brgy. Mabini since 4:25 PM; residents cannot store water.,Water Supply
Reported burglary at Maharlika Rd. Brgy. Bayanihan; window forced open since Monday. Pls respond asap.,Crime
Patay ang ilaw sa poste malapit sa park Brgy. New Era since yesterday. Sana ma-actionan agad.,Streetlight
Uncovered well/pit near Brgy. San Isidro houses; children at risk.,Public Safety
Frequent voltage fluctuation/brownout in Brgy. Sta. Cruz since yesterday; lights flicker. Pls respond asap.,Electricity
Baradong kanal sa Rizal St. Brgy. New Era; umaapaw kahapon pagkatapos ng ulan and water enters houses. Sana ma-actionan agad.,Flooding
Earthquake aftershocks reported; cracks seen at elementary school Brgy. Pag-asa; request inspection.,Disaster
Several streetlights out along Mabini Ave. in Brgy. Bayanihan; please repair.,Streetlight
Reported suspected food poisoning after eating at covered court Brgy. San Isidro for 1 week; several students got sick.,Health
Transformer humming loudly and smells burnt near Bonifacio Rd. Brgy. Bagong Silang; possible overload. 🚨,Electricity
Open trench left by roadworks near bridge in Brgy. Mabini; no warning signs.,Road Damage
Kitchen fire at a stall near health center Brgy. Sta. Cruz; needs inspection of LPG safety.,Fire
Exposed electrical wire hanging near bridge in Brgy. San Isidro; could electrocute someone.,Electricity
Food stalls near bridge Brgy. Sta. Cruz have uncovered food and flies; sanitation issue.,Health
"Motorcycle with modified muffler keeps revving on Rizal St., Brgy. Mabini every night.",Noise
May nag-iinuman at sobrang ingay sa National Hwy Brgy. Poblacion hanggang 11:55 PM.,Noise
Stray animals roaming near barangay hall in Brgy. Riverside; risk of bites and rabies.,Health
Transformer humming loudly and smells burnt near Bonifacio Rd. Brgy. Mabini; possible overload.,Electricity
Faded pedestrian crossing near terminal Brgy Bagong Silang; drivers don't slow down Sana ma-actionan agad,Traffic
Illegal dumping of mixed waste and construction debris beside the riverbank at Brgy. Malinis.,Garbage
"Tricycles loading/unloading in the middle of Quezon Blvd., Brgy. New Era; causes congestion.",Traffic
Reported burglary at Liberty St. Brgy. Pag-asa; window forced open today.,Crime
"Snatching incident reported on Quezon Blvd., Brgy. Riverside at 12:40 PM; CCTV in area should be checked. thank you.",Crime
Broken lamp cover at Brgy. Bayanihan near chapel; bulb exposed and could shatter. 🔥,Streetlight
Bar music too loud near covered court Brgy. Poblacion; windows shaking. Sana ma-actionan agad.,Noise
Patay ang ilaw sa poste malapit sa riverbank Brgy. Malinis since today.,Streetlight
Blocked fire exit/escape route near plaza Brgy. San Isidro; please enforce safety. Sana ma-actionan agad.,Public Safety
Baradong kanal sa Del Pilar St. Brgy. Riverside; umaapaw after the thunderstorm and water enters houses. Pls respond asap.,Flooding
Earthquake aftershocks reported; cracks seen at evacuation center Brgy. New Era; request inspection.,Disaster
May nasusunog na basura/kanal near Mabini Ave. Brgy. San Isidro around 12:40 PM; strong odor and smoke.,Fire
"Manhole cover missing on National Hwy, Brgy. Bayanihan; water cannot drain properly tuwing malakas ang ulan.",Flooding
Fiber line hanging low across Sampaguita St. Brgy. Bagong Silang; trucks might hit it.,Internet
Bar music too loud near elementary school Brgy. New Era; windows shaking.,Noise
"May tambak na basura sa kanto ng Mabini Ave., Brgy. Mabini. Hindi pa kinukuha this morning. May daga na.",Garbage
"Construction drilling starts at 4:25 PM in Brgy. Sta. Cruz, Sampaguita St.; violates quiet hours.",Noise
Earthquake aftershocks reported; cracks seen at plaza Brgy. Sta. Cruz; request inspection.,Disaster
Reported suspected food poisoning after eating at health center Brgy. San Isidro since yesterday; several residents got sick.,Health
May naghihinalang tao paikot-ikot near riverbank Brgy. Riverside yesterday; residents feel unsafe.,Crime
May naghihinalang tao paikot-ikot near evacuation center Brgy. Malinis yesterday; residents feel unsafe.,Crime
"May nagsusunog ng basura near chapel, Brgy. Malinis around 9:30 PM; usok pumapasok sa bahay.",Garbage
"Motorcycle with modified muffler keeps revving on Liberty St., Brgy. Pag-asa every night.",Noise
Uncovered well/pit near Brgy. San Isidro houses; children at risk. thank you.,Public Safety
Kitchen fire at a stall near bridge Brgy Bayanihan; needs inspection of LPG safety,Fire
Uncovered well/pit near Brgy. Bagong Silang houses; children at risk.,Public Safety
"Motorcycle with modified muffler keeps revving on Mabini Ave., Brgy. Poblacion every night.",Noise
"Streetlight not working on JP Laurel St., Brgy. San Isidro; area is very dark at night.",Streetlight
